
key = training_type

ContinuousTraining

key = model_output

VARimplied

key = var_implied

key = 1

,DIA,SPY,VO,IJH,QQQ,IWF,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,VOX,XLU,GDX,GUNR,IXUS,IEFA,EFA,VGK,VWO,IEMG,SHV,BIL,GBIL,SHY,IEI,IEF,VGIT,TLT,GOVT,MUB,SHM,VCSH,VCIT,VCLT,LQD,HYG,SHYG,MBB,VMBS,AGG,BSV,BIV,BLV,BNDX,EMB,GLD,SLV,USO,PDBC,VNQ,VNQI
XLV,0.0017227910672295969,0.000933433791944601,0.000359160465844256,-4.8476529719249654e-05,0.00010980201166968895,-6.848350352431533e-05,2.796566825716891e-06,0.002674005679870088,0.00018916697247671528,0.0008685040527364696,0.2556928934555874,0.000997434069663507,9.384937530918406e-05,0.0017156091696050838,-8.703250004684004e-05,0.0009517785001363419,0.001931438566905246,6.931728311204212e-05,4.363345513697017e-05,0.000851023238403071,0.000759413163197591,0.0008379424728852152,0.0006181942296749904,0.00043863450407384546,0.0005609299053656155,41.96278937385921,45.12409734860477,-3.5961240822590974,0.2823867617005152,0.03212547225192809,0.0009794464677635038,0.01740273056305713,-0.00011394081766269295,-0.0075935353358253,0.021263970942277458,0.10181068205889804,0.3117062142526101,0.028484028010181937,0.0026885283592276697,0.00990697811222004,0.040604523989591,0.07848764702980827,0.10868320399461631,0.08626877677918722,0.022197945575395978,0.2033878906986833,0.018482539490255304,0.0013650362574470292,0.015944035348942946,0.011734309123249307,0.001063083756004986,0.00042172356941856784,0.0002899395804495574,0.0004489161859985689,0.00181643555843697,0.0018641253490329507
XLI,-0.014266512245075295,-0.015428927398656036,-0.012461456745762114,-0.008586347958876571,-0.007598604435230688,-0.00855277220906573,-0.005040934185378077,-0.008324637707399635,-0.0008243771953796456,-0.004186216319217237,-0.010595104794331645,0.14669171085645893,-0.0060802106379563535,-0.005321566249569157,-0.007613226979913511,-0.005961849087566033,-0.005267606545891672,-0.001824092505196906,-0.004213371092284206,-0.01048848058197534,-0.011949573968161157,-0.012600872604444835,-0.01063713341897603,-0.0057608067978509965,-0.005122029186575888,157.80507589943272,298.1453634747454,-72.99012603091776,-0.032634799456373535,0.07023376040118855,0.032856378476654215,0.06673439832604504,0.010633784845241558,0.10583742148262883,0.011685289919619653,-0.3182515840311011,0.12603407678518502,0.04851153889154554,0.017053683237241296,0.03998883553152352,0.0016969877399517581,-0.08883474262665088,0.30902175278806315,0.3720261824903394,0.13461850497196617,0.1458971600076682,0.059030606233122666,0.0158120221566089,0.06918628527419912,-0.00024660495809377493,-0.006965268530123827,-0.0016351775338811327,-0.0010042853349706568,-0.0030732919078553032,-0.007674733789429236,-0.015825551070912998
XLB,-0.011181549455170364,-0.01342333483823844,-0.012167197568599249,-0.00864096823416323,-0.0073201682412746515,-0.008498309168516521,-0.004965752478524878,-0.005271787311622586,-0.0003439343177960405,-0.0025162716648902887,-0.011724206870613822,-0.00670692243509803,0.272471406221955,-0.004441911224837993,-0.007368426753215555,-0.003973616648241405,-0.004073753827256919,-0.0017083225899831105,-0.0037728089514614655,-0.009532098163615907,-0.011177902134390696,-0.011816804653191482,-0.009755568700186899,-0.005413589501781742,-0.0044706301111523275,228.47762315512955,330.09286887670993,-177.30949714527983,0.18852438300137084,0.0897112598243713,0.02782375278132428,0.07167821286628263,0.010087326077081,0.07936358961325354,0.04160489054473978,0.03107099662017863,0.4384425310446411,0.07711681776345354,0.01958703528396049,0.05004402948115379,0.06332108661577297,0.032146063952405726,0.515636554117835,0.6268822698180985,0.1547906303374014,0.33705131921573844,0.0746270431387357,0.016799956861841745,0.10170119127427535,0.0139212819508845,-0.005902281919118118,-0.0010105119885443412,-0.0003188706332096667,-0.0016677984554889639,-0.00666966415710045,-0.013826604026979472
XLRE,-0.0017516271973415961,-0.002039189706796349,-0.0018974468636885054,-0.0016970897912909541,-0.0010766367138329786,-0.0013369511018269562,-0.0007499664777063142,0.00011846177019620349,-2.5723073350814877e-05,0.00016491006931320187,-0.0006074525930172675,-0.0009027950015392004,-0.00017769052538767593,0.03531132734331931,-0.0013889397976942861,-0.001149607841789096,-0.0017380137798420042,-0.0001805701824017332,0.00020401353097910987,0.000685711782506883,0.0010126142648248218,0.0011054550750238493,0.0007018934755159888,2.8234869133620974e-05,0.0003793801438981856,84.3094031662273,72.87592667585238,-20.351696264562914,-0.2522491873599741,-0.03731642938742827,-0.02047733926927251,-0.043926164883890215,-0.0009101746810603321,0.014197367847524895,0.018962141704453667,0.0200918251097871,0.11343157457080467,-0.003930458267545437,0.0002442777835530724,0.0015512404935992769,0.047198932899412245,0.08129704810140058,0.1659143514033609,0.13435690613294163,-0.011105425320168422,-0.019859193203094108,-0.010464774546732161,-0.001010890009319482,-0.0125575653235975,0.005631446487301599,-0.002515518386336974,-0.0008293002786487939,7.361529164728253e-06,-0.00040256785670234854,-0.004495687697801393,-0.003570053285771449
XLK,-0.016375733923063664,-0.018009404673013252,-0.013826937719767481,-0.009864058514620556,-0.008730509858470804,-0.009924892159025658,-0.0058226792532299065,-0.007495145959723002,-0.001121735182630801,-0.004946906044464685,-0.011545833660629503,-0.010500245362381899,-0.007180927979769593,-0.003608448342409352,0.14893552260588938,-0.007167748532112798,-0.003453046849239086,-0.0021074474652162654,-0.005268758891749678,-0.011270547893210235,-0.012894251409495865,-0.01348504343101796,-0.011838253234722734,-0.006025002699896376,-0.0054062963065738216,186.05606372399603,398.45257912657195,38.87073337312981,0.24655666636703003,0.12002022575604283,0.044300884286803024,0.1031657123367697,0.012507938710090474,0.13722507861120486,0.01781503682241973,-0.5765900765120572,0.4281771769005021,0.0802402954214496,0.022159591924071163,0.05454692114085354,0.015797100751870654,-0.07527980910836585,0.3326580400205584,0.29668390794483007,0.17523684655684188,0.35248472677155923,0.08625933501401783,0.019707399777296877,0.0710401703598105,0.007594597317023768,-0.007126251113590904,-0.0018056603210941608,-0.0013709419002903942,-0.0043133566655009555,-0.006251067169517364,-0.016663278658785273
VOX,-0.016088475432414026,-0.017578030698545084,-0.013851307351285045,-0.00973996237087002,-0.008559300481028941,-0.009703720037089214,-0.005736006147792607,-0.008024886817551749,-0.0010483227493520678,-0.004928629429078643,-0.012281460895604635,-0.010179775813105738,-0.0073730041079368095,-0.00354253129045983,-0.008771991769559704,0.07131915018173463,-0.0038799645683000148,-0.002184371257068134,-0.00539401121063159,-0.011916283326017152,-0.013710662593797794,-0.01439784488434649,-0.012385744196269807,-0.006304415600761714,-0.005712385779312014,177.54929226906555,378.41363215962286,6.053721439333618,0.16681760223012726,0.11599919594112734,0.046911427989663884,0.10475453277551758,0.01300372974360695,0.1310025152053419,0.004055867192267585,-0.5157406797978403,0.35893663532232534,0.07812945927231146,0.02253873267051405,0.054713600980398326,0.009051157167324153,-0.08508827505234315,0.31952275449282314,0.3264778326488875,0.17885724161220126,0.3047272085832584,0.08568191120566493,0.02031678659636766,0.07848225615260156,0.005548385599278058,-0.007045032645368934,-0.001731994011669594,-0.0013035277198271491,-0.0040743621829472795,-0.005969040205811142,-0.01665442733081474
XLU,-0.0017650551477567558,-0.0022300396498380086,-0.002159570392885155,-0.001474998647136417,-0.0013569738115324754,-0.0015533944106212892,-0.0008498572967372067,-0.001411978159006727,4.207489866087563e-05,-8.818946884863229e-05,-0.0011859535563798844,-0.0009609119915457019,-0.0003059103763711576,-0.002825262706899109,-0.0013286430885076524,-0.0008856819078178757,0.07966201757654397,-8.553046282895066e-05,8.777401407775191e-05,-0.0009721058034855552,-0.001017588031408426,-0.0010945098459799352,-0.0008243626615520266,-0.000857041420341691,-0.0005344202019986057,50.487330780795176,35.04269227559629,-96.34154050411037,-0.04133572995334273,-0.010097805425499293,-0.005760868528988913,-0.01266717642849464,0.00039371456918191544,0.004584610331965497,0.030723559463886257,0.13821285609253622,-0.03768615927331347,-0.0029749836685696923,0.0002751338429368019,0.0006660776006565867,0.01406492812461228,0.007856257630618377,0.14254959989195842,0.192307340159774,0.0017983136562251503,-0.005814854821421743,-0.0017006236263354877,0.0002706895922750206,0.015702464424777022,1.909218783583245e-06,-0.001577081809719163,-0.00021604816317798565,0.00012309520849213573,0.0002582051120471502,-0.0035357293582235455,-0.003099486311995026
GDX,0.0016082516782989385,-0.002045807648652564,-0.006461094505622093,-0.005784889769624675,-0.002948935065228992,-0.004322002218892093,-0.0026259342990898058,0.00717398983211974,0.0009641002287373084,0.002853233895349664,-0.012328940060836189,0.0019263973949185415,-0.003977084932913793,0.0019349038489660326,-0.0033156300973896176,0.0037295776790836257,0.00230607828058757,0.15486310546728893,-0.002401819028151226,-0.0030611301702100756,-0.004704530215157701,-0.005041466633873444,-0.0037141900370405894,-0.0017178988817863287,-0.0005457342357679348,358.7845391942772,352.7071309881506,-234.8324633959327,0.3270308186590391,0.09647151960168605,0.0012895045515481022,0.0492760770862313,0.00585088586704025,-0.0039477111304826425,0.024429089440755877,0.6900018037660471,1.4123629919101999,0.14601233130607733,0.024829239977650703,0.07320486380542823,0.24383017335131543,0.44673938301276317,0.8182909119402463,0.9246332792148064,0.17758904749383342,0.7132567839515019,0.09668027588466198,0.016525409019050495,0.12407580204539352,0.05620310347666339,-0.0013896074833772889,0.00025395499258706514,0.0013270784566793495,0.0013011514989494264,0.0011496826990728098,-0.003021381346192216
GUNR,-0.016994842359014765,-0.019922235429826494,-0.017989789120133732,-0.012604351846122436,-0.010693547883841352,-0.012336779772271435,-0.007266746546920255,-0.008794438813836023,-0.0005866690765358093,-0.004186655073889354,-0.017832680390306308,-0.010173647572909662,-0.008887540462371927,-0.006059791650708326,-0.010607921518619967,-0.005856894261523812,-0.0062248995398751115,-0.0026562248133471457,-0.12362312348464922,-0.015021769752814454,-0.017620352792652953,-0.018655420195824876,-0.015306273123465901,-0.008327698510059323,-0.007078196545313563,308.64149618085844,467.71064033303304,-246.66852679038536,0.19771135401125986,0.1333105555296345,0.047917972851414393,0.11443864145630553,0.015809596443533913,0.12031620310355366,0.0375446158712687,-0.020912097667246228,0.5462492088823087,0.11012369762833156,0.029445692518785926,0.07375940942401311,0.07133122892154525,0.007721766725024531,0.684633275367191,0.8652207864327142,0.23387935549389396,0.43504320127906404,0.1105078878512113,0.025797240733701942,0.1498506255075876,0.016093955865950804,-0.00865958311074335,-0.0015319032081311038,-0.0006214712033867553,-0.0027215035744611823,-0.009087591892780168,-0.020571053216276145
IXUS,-0.007274000562291834,-0.00920509570452437,-0.0075595682428988235,-0.005575830730905601,-0.004986167941129836,-0.00584317948875901,-0.003335518524765751,-0.0019910041970304863,-0.0003477567602049981,-0.001718397814361693,-0.006629210207387484,-0.00475942966706248,-0.003618648461739164,-0.0010663358189822432,-0.005311707743652142,-0.0030428397264349203,-0.0005809999400675312,-0.0009645548137300542,-0.0025607497257969613,0.00415691069196131,-0.006583618248887512,-0.00686276388708121,-0.0060199776519078525,-0.0031603500289006693,-0.002589999665664291,148.33348558393152,253.41135651834927,-42.151750412662615,0.49358781309240535,0.09956472188078921,0.02515055774559408,0.0746789055250479,0.00662709661604442,0.06135191134977121,0.052015386045636894,-0.10208736087103061,0.48573826659805036,0.06912329545794592,0.01387413486211616,0.037411891546243595,0.04590549840200553,0.02325812090631159,0.3344027427431041,0.33039561783144683,0.11478628077322248,0.4019249533057336,0.06470704321102543,0.011657348105343225,0.06635259550736215,0.014474364172016406,-0.002842342929446411,-0.00036950880489443143,-0.00031609621164196516,-0.0014284954205103396,-0.0025148349522565237,-0.007587091114152085
IEFA,-0.006461236507969167,-0.008243058140157435,-0.006793289540867063,-0.005045900574571651,-0.004482736898228366,-0.005269372878616841,-0.0030060597967960226,-0.001582606846421744,-0.0003039534452234465,-0.001483980275431317,-0.0059728208078671996,-0.004230766386640498,-0.0032473865067822543,-0.0009168820319837517,-0.004801709498156516,-0.0027026033931583943,-0.00042041852953384406,-0.0008686516735780467,-0.00229449422283096,-0.004905020072404649,0.004739592046757006,-0.006040557268262011,-0.005321555715269471,-0.0027884998654953037,-0.0022629994902915126,138.01045771839074,232.68983140874974,-36.01293076834694,0.4510116345072922,0.09014881323986933,0.021966698029876015,0.06668333180297276,0.005901957039223567,0.05520501562222235,0.047913471262355,-0.08919220458036738,0.4615348606220007,0.06378659550470345,0.012640869710934444,0.0342855061085508,0.045321724564254706,0.028885447564741488,0.3100185489083826,0.30216056250517487,0.10402273365654272,0.37290408062728403,0.05889520624501412,0.010513752436515526,0.059591325372001895,0.013961669101083145,-0.0025537334998425782,-0.0003366798848059096,-0.0002705723582868663,-0.0012837078248324584,-0.0022395273866434857,-0.006772146122685482
EFA,-0.005904460561289002,-0.0076250240678642535,-0.0063004602561461355,-0.004689262876000036,-0.004180492498437779,-0.004922294246759681,-0.0028001376103793233,-0.0013556737544241303,-0.00026732738049819966,-0.0013186549694944982,-0.005515544428650011,-0.0038780590373760377,-0.0029743843203085827,-0.0008277157100747897,-0.004484847525457906,-0.002477128497026734,-0.0003232483405345562,-0.0007861494874281505,-0.002092389602166615,-0.004497957487896732,-0.005328691607114846,-0.010414829264184772,-0.004890851053117286,-0.002576531352923537,-0.0020729006917405484,130.60945124012827,217.64730931441463,-37.728828461318024,0.44379392785918464,0.08563304137231915,0.020339488738938177,0.06281671961393247,0.005433193035496026,0.050379545228165255,0.04798667477653684,-0.0693731095165324,0.4409230961033142,0.060383255955534884,0.01174710624488545,0.03205218131003454,0.04396846974702364,0.02978307802350982,0.2970967169555793,0.29050275092633177,0.09710050511276201,0.35872609286677204,0.05549180570424665,0.00974254738601443,0.05684581082494893,0.013490230721629883,-0.002306498704591017,-0.0002720070063769699,-0.00022463452301835102,-0.0011290329084591,-0.002063183742849037,-0.006196391167310586
VGK,-0.008636316550763806,-0.010506192579485952,-0.008658482352664337,-0.006377762415552609,-0.005549964175766186,-0.006481029797377697,-0.0037407858472443367,-0.002690131224862753,-0.00044094869645494133,-0.0021215762467031,-0.007701100982530494,-0.005543366488533851,-0.00425469660789482,-0.0016919513355617575,-0.0058966500465575215,-0.0035678222174770928,-0.0011930751743237102,-0.0012021519000361954,-0.003007619259407074,-0.006401793141917408,-0.00750288880482055,-0.007834548510546673,0.026031163268096565,-0.0035739549616726554,-0.0029672608386809717,165.03571166015138,282.2998879910196,-33.61238344192111,0.3879411620535646,0.09620283079750243,0.02556598717596936,0.07289367620811656,0.0074988252181927405,0.07292290425731024,0.042004186979306087,-0.16180155507688138,0.4980989687847482,0.07131562734801747,0.015529134414566775,0.041067489577991084,0.04939404603681139,0.025484723035137803,0.35199712805516276,0.34492165994545754,0.1245034674912863,0.38319580651291635,0.06692516060764292,0.013007073364508355,0.0660433279268517,0.01452080511927846,-0.0037624063408588666,-0.0006970144497382308,-0.00045460618369571806,-0.0018895437721890638,-0.0033798071224725753,-0.009266889799581615
VWO,-0.009870766884049037,-0.012383615893338269,-0.009608039975532228,-0.007014418458228798,-0.0065998643586937834,-0.0076697254727761425,-0.0043361725731049395,-0.0029910361137967336,-0.0005605372426722395,-0.0025614659376726676,-0.007736822849634859,-0.006653220234785977,-0.004518258940680597,-0.0009886126434533106,-0.00704938480235494,-0.004467263610120563,-0.0003854154732494871,-0.0011204723646977598,-0.00328072766498113,-0.007292386790204692,-0.008552621795979607,-0.008884235182202183,-0.007906811062780976,0.029677197315509492,-0.0034673462374642593,168.24376852490204,320.06556793368685,-31.223874034308256,0.7887429006268066,0.14308445337234973,0.03777309130156091,0.10950736332998331,0.00863533892104751,0.08378701007389132,0.07910175167336048,-0.2010712645132133,0.5853983704216095,0.0877377300105988,0.01705099126500665,0.04597620759682575,0.04043236539472307,-0.011796062117403468,0.38827985415921124,0.3649582384975744,0.14665266200784075,0.5461776778514603,0.0857859997224821,0.014765955155724222,0.0845712715284494,0.016114502854527476,-0.0032687610225545158,-0.00032540153932338913,-0.0005279370069705015,-0.0019903118130472825,-0.002828803211332854,-0.009467224290987031
